id,nama,alamat,latitude,longitude,telepon
1008,PR A. Sri Anggeraeny. M,"Jalan Jenderal Sudirman, Biringere, Sinjai Utara",-5.1293087,120.2493941,081242232575
1009,PR A. Sulaiman H A Loeloe,"Bukit Hartaco Indah Blok 1A No. 29, Sudiang Raya, Biringkanaya",-5.1156834,119.5255905,
1010,PR A. Tenriola Rakhmaningsih,"Jalan Basuki Rahmat, Biringere, Sinjai Utara",-5.1272244,120.25396,
1011,PR A.risky Nurfadhillah,"Jalan Veteran, Watampone, Tanete Riattang",-4.5334153,120.3266354,
1012,PR A.subaeri,"Jl. Rutan, Lingk. I, Lekessi, Maritengngae",-3.9238786,119.7802409,
1013,PR A.tenri,"Gattareng, Gattareng Toa, Marioriwawo",-4.514092199999999,119.8410174,
1014,PR Aan Restu Aristiawan,"JL. H. AGUSSALIM, Ujung Bulu, Ujung",-4.0142634,119.6249089,
1015,PR Aang Hartoko,"JL. JEND. A. YANI/DEPAN MASJID AGUNG, Lapadde, Ujung",-4.009551399999999,119.6363691,081342946806
1016,PR Abam Moomkey,"Jl. LASANGKURU, Paddupa, Tempe",-4.1379746,120.0317179,
1017,PR Abd Rahman,"JL. AJATAPPARENG, Kampung Pisang, Soreang",-4.0057278,119.6245613,082348011801
1018,PR Abd Rahman,"JL KIJANG, Labukkang, Ujung",-4.0163202,119.6269321,
1019,PR ABD RAHMAN LASARI,"Jalan Lompo Battang, Balangnipa, Sinjai Utara",-5.120155599999999,120.2599266,
1020,PR ABD SAMAD BADO,"Jl. A. Pawellangi, Tempe, Tempe",-4.1258146,120.0295113,
1021,PR Abd. Jalil,"Pallameang, Pallameang, Matirro Sompe",-3.822092,119.5136711,
1022,PR Abd. Kadir,"BELAE, Biraeng, Minasa Tene",-4.8378291,119.5939361,
1023,PR Abd. Samad,"PASAR SILORO, Mangilu, Bungoro",-4.7986042,119.6331278,
1024,PR Abd.takbir,"kampung baru, Bara Batu, Labakkang",-4.7608887,119.6209388,
1025,PR Abdul Kahar,"LAUWA, Desa/Kelurahan Lauwa, Kec. Biringbulu, Kab. Gowa, Provinsi, Lauwa, Biringbulu",-5.44157,119.7409401,
1026,PR Abdul Rahim Sanusi,"TAMARUPA, Tama'rupa, Mandalle",-4.578647399999999,119.5928114,
1027,PR Abdul Rasyid Ramli,"jl. Penas VII, Biraeng, Minasa Tene",-4.8394969,119.5731069,
1028,PR Abdulhakim,"JL. JEND. AHMAD YANI KM. 3, Lapadde, Ujung",-4.006037099999999,119.6400419,0882020684895
1029,UD Abdy Setyo Nugroho,"Dusun Tamangesang Desa Botolempangan, Desa Botolempangan, Bontoa",-4.8901999,119.6222423,
1030,PR Abigael Pasomba,"SA'DAN TIROALLO, Sadan Tiroallo, Sa'dan",-2.8735736,119.9711627,
1031,PR Abon Ayam Adem Ayem,"ALAUSALO, Anabanua, Maniangpajo",-3.925594,120.1906803,
1032,PR Achmad Fahrur Rozi,"BTN Herlita Residence Blok B Nomor 8, Bonto Sunggu, Bissappu",-5.5379295,119.9312189,
1033,PR Achmad Teguh Saputro Z,"Komp. Berlian Permai Blok A4/7, Tamangapa, Manggala",-5.185975399999999,119.4881122,
1034,PT Adara Inti Tunggal,"Jl. Aroepala Blok X No. 16, Kassi - Kassi, Rappocini",-5.1726375,119.4572197,0411
1035,PR Ade Sri Rahayu,"Jl Asrama Haji Sudiang, Sudiang, Biringkanaya",-5.0855154,119.5337405,
1036,PR Ade Yuliana,"Jl. Baiturrahman 01, Biring Romang, Manggala",-5.142174799999999,119.4543198,
1037,PR Adelia Salam,"Jl. Jend. Sudirman, Teddaopu, Tempe",-4.1338579,120.0296822,
1038,PR Adelina Tangnga,"KAMPUNG TIROALLO, Tonglo, Rantetayo",-3.1123342,119.7781537,
1039,PR Adhar Idrus,"Jl. MALEO, Lalabata, PASAR BUNGI, Lalabata, Tanete Rilau",-4.5221879,119.600018,
1040,PT Adi Perkasa Makassar,"Jl. Adipura No. 45, Karuwisi Utara, Panakkukang",-5.1302476,119.4347547,0411454377
1041,PR A Sisca Dewi,"LINGK. III SUMBER REJEKI, Penanggo Jaya, Lambandia",-4.3012919,121.9416226,
1042,PR A. Sitti Nurlaelah,"Jl. Haluoleo Lrg. Perum. Green Anduonohu, Andonohu, Poasia",-4.048452999999999,122.560844,
1043,PR Abad,"Kelurahan wawotobi, Wawotobi, Wawotobi",-3.8766485,122.1137689,
1044,PR Abd. Kadir,"DUSUN LAREETE, Mambo, Poleang Timur",-4.8314427,121.8054499,
1045,PR Abd. Rahman. T,"DUSUN III BARUGA, Lalosingi, Lalolae",-4.0595625,121.8164031,082293386370
1046,PR Abd. Razak,"MATA LANGARA, Mata Langara, Wawonii Barat",-4.030397,122.9846079,
1047,PR Abdul Rohim,"Jalan boulevard sentra ikm meubeler, Lepo Lepo, Baruga",-4.033689499999999,122.5078033,
1048,PR Achmad Jasmin,"Jl. Poros Labuan Maligano, Labuan, Wakorumba Utara",-4.4301787,122.9526046,
1049,PR Adibah Sentosa,"Jln. Tengiri, Laiworu, Batalaiwaru",-4.8234237,122.7264459,
1050,PR Adri Usman,"DUSUN OPALI, Mambo, Poleang Timur",-4.8092662,121.8448745,
1051,PT Adya Bhumi Karya,"DESA LOMBUEYA, Lombueya, Moramo Utara",-4.1098137,122.5598994,
1052,CV Agra Sejahtera,"Dusun IV Desa Pelambua Kec Pomalaa Kab Kolaka Provinsi, Pelambua, Pomalaa",-4.176266399999999,121.6254575,
1053,PT Agung Bumi Karsa,"jalan g. mandore, nambo, abeli",-4.0057356,122.6122014,
1054,PR Agung Setia,"MAMBO, Mambo, Poleang Timur",-4.8314427,121.8054499,
1055,PR Agus Sadar Mahrus,"LINGK. V PENANGGO JAYA, Penanggo Jaya, Lambandia",-4.304759499999999,121.9269823,
1056,PR Agus Sriwianto,"Jln. Sultan Syahrir. Kel. Palangga. Kec. Duruka. Kab. Muna, Palangga, Duruka",-4.8537164,122.7194312,
1057,PR Agustina,"BTN Kendari Permai Blok K1 No 8, Padaleu, Kambu",-4.0234209,122.5203806,
1058,PR Agustina,"Jl. Haluoleo, Rante Angin, Rante Angin",-4.0520025,121.5971806,
1059,PR Agustina Singga,"LINGK. PADAT KARYA Kab. Buton Tengah, Provinsi, Watolo, Mawasangka",-5.3001873,122.2923253,082187927237
1060,PR Ahmad Nahru Roziqoni,"Jl. Jati No 40, Marga Karya, Kulisusu Barat",-4.6599328,123.0845277,
1061,PR Ahyar,"LINGKUNGAN LAWA I, Lakudo, Lakudo",-5.3869624,122.526445,
1062,PR Aine Gallery Mebel,"DESA BANGUN SARI, Bangun Sari, Lasalepa",-4.7610573,122.6786008,
1063,PT Air Bersih Sejahtera,"Jl. Poros Andolo Kendari, Morome, Konda",-4.1185115,122.4788447,0401
1064,PR Aisa Bana,"Jln. Pemuda No. 53, Lalombaa, Kolaka",-4.0851722,121.6426529,
1065,PR Ajibrasud,"dusun III, Kabita, Wangi Wangi Selatan",-5.3329181,123.5568234,
1066,PT Akbar Anugerah Abadi Kendari,"Banawula Sinapoy RT 016 RW 006, Anggoeya, Poasia",-3.9950871,122.5568616,
1067,CV Akman Jaya,"Desa Wakea kea, Bombonawulu, Gu",-5.2565571,122.5782788,
1068,PR Al Faeyza,"jl. banteng, Raha III, Katobu",-4.8293318,122.7167786,
1069,PR Al Padri M.,"KELURAHAN MOLAWE, Molawe, Molawe",-3.6275749,122.0894255,
1070,PR Alief,"Jl. Sandela, Tumpas, Unaaha",-3.8604251,122.0470404,
1071,PR Aliono,"TOPA I, Wanci, Wangi-Wangi",-5.297010600000001,123.5672045,
1072,PR Alipin,"Desa Walay Kecamatan Abuki, Walay, Abuki",-3.7849387,121.9649785,
1073,PR Amalia Putri Marniatin,"DESA TANGGULURI, Tangguluri, Asera",-3.4951978,122.026918,
1074,PR Ambo Asse,"Jl. Boulevard, Mokoau, Kambu",-4.012682,122.5076602,
1075,PR Amiruddin,"LEMO, Lemo, Poleang Tenggara",-4.872298000000001,121.934303,
1076,PR Amrullah Rahman,"LALONGGASUMEETO, Lolanggasumeeto, Lalonggasumeeto",-3.8975811,122.5026196,082151388787
1077,PR Amsyah Muzakir,"JLN. LUMBA-LUMBA, Lalolara, Kambu",-3.9950157,122.5182433,
1078,PR Anandi Rezal Abnu,"Ling. II Lalodangge, Puundoho, Baula",-4.186223,121.6995943,
1079,PR Andi Fachri Ramadhan,"JL. BUNGA SEROJA, Lahundape, Kendari Barat",-3.966874,122.5283566,
1080,PR Andi Muh Ilham,"JL. BOULEVARD, Lepo Lepo, Baruga",-4.0337297,122.5116047,
1081,CV A. Rosita,"Jl.Trans Bone Pantai, Huangobotu, Kabila Bone",0.4667609,123.1080331,
1082,PR Adolvin Fife Humokor,"DUSUN TELADAN IV, Buntulia Selatan, Duhiadaa",0.4713316,121.9259779,082195375223
1083,PR Afikry,"Jl. Lupoyo, Dulomo Selatan, Kota Utara, Kota",0.5702068,123.0802232,
1084,PR Afriyanty S. Mahmud,"Dusun Puncak Desa Puncak Mandiri, Puncak Mandiri, Sumalata, Kabupaten  Utara",0.98934,122.344416,
1085,PT Agro Artha Surya,"PT. Agro Artha Surya, Pangea, Wonosari",0.746439,122.4309751,02125983668
1086,PT Agro Utama Indonesia,"Desa Pulubala, Pongongaila, Pulubala, Kabupaten",0.637169,122.8028074,
1087,PR Agung Tri,"Desa Bulila, Bulila, Telaga, Kabupaten",0.5767291999999999,123.0409131,
1088,PR Ahmad Yusuf,"Dusun II Desa Dulohupa Kec. Telaga Kab., Dulohupa, Telaga, Kabupaten",0.5924518999999999,123.0577044,
1089,PR Al Fazza,"Desa leboto, Leboto, Kwandang, Kabupaten  Utara",0.8045882,122.8930441,
1090,PR Albanna Food,"Desa permata kecamatan tilongkabila, Permata, Tilongkabila",0.5743785,123.1137407,
1091,CV Alfa Jaya Taylor,"Lingkungan Jaya, Hepuhulawa, Limboto, Kabupaten",0.633859,122.9860159,
1092,PR Alpius Oktavianus,"dusun ilotabi, Batubilotahu, Marisa",0.481042,121.941665,
1093,PR Angriyani L Moha,"Dusun hukolo, Desa Dambalo, Dambalo, Tomolito, Kabupaten  Utara",0.8642074999999999,122.9550349,
1094,PR Anima Pakaya,"Jala Kasim Panigoro, Pantungo, Telaga Biru, Kabupaten",0.5908866,123.0315813,
1095,PR Anira Ajibo,"Jl. Trans Sulawesi, Tapadaa, Botumoita",0.4864515,122.2213687,
1096,PR Annisa Yunirizka Nusi,"Jalan Raja Eyato No 79, Molosipat W, Kota Barat, Kota",0.5374957,123.0592925,
1097,CV Anugerah Tirta Mandiri,"DUSUN II, Piloliyanga, Tilamuta",0.6004809999999999,122.3164207,
1098,PR Arifin Lahibi,"Desa Boludawa, Boludawa, Suwawa",0.5350939,123.1369969,
1099,PR Arinatus Sofiah,"DUSUN JAYA KARSA, Pancakarsa I, Taluditi",0.5997013,121.822098,085161286846
1100,PR Ariyanto D. Lantowa,"Dusun Dulamayo, Desa Langgula Kec. Batudaa Pantai, Langgula, Batudaa Pantai, Kabupaten",0.6028966,122.8507557,
1101,PR Armiati Lasoma,"Dusun II Tapalu Desa Lupoyo Kecamatan Telaga Biru, Lupoyo, Telaga Biru, Kabupaten",0.5903845,123.0949081,
1102,PR Asasi Langgulu,"Jembatan Merah, Jembatan Merah, Tomolito, Kabupaten  Utara",0.9252647,122.4920088,
1103,PR Asra Mahmud,"DUSUN IV JAMBURA, Pantungo, Telaga Biru, Kabupaten",0.5923992,123.0320363,
1104,PR Asral Palompo,"Jl. Pasar Minggu, Tingkohubu Timur, Suwawa",0.5321801,123.1493949,
1105,PR Asrin Kamudi,"Desa Tinelo, Tinelo, Tilango, Kabupaten",0.6086661,123.0268398,
1106,PT Astra International,"Jl. HB Yassin KM.4, Tomulabutao Selatan, Dungingi, Kota",0.5645036,123.0472632,0216507000
1107,PR Azryn Cookies Gorontalo,"Jalan Bina Taruna, Tanggikiki, Sipatana, Kota",0.5758082,123.0619913,
1108,PR Badria Himran,"Dusun I, Desa Tinelo, Kec telaga biru, Tinelo, Telaga Biru, Kabupaten",0.6106044,123.0252846,
1109,PR Bahrudin A. Suaib,"Jl. Trans Sulawesi, Tridharma, Pulubala, Kabupaten",0.6424309,122.817355,
1110,PR Bahrudin Ismail,"DUSUN MARAATI, Milangodaa, Popayato Timur",0.541069,121.5084511,085399401178
1111,PT Bakti Energi Sejahtera,"Kompleks PLTBm Pulubala, Pongongaila, Pulubala, Kabupaten",0.6507223999999999,122.7825125,
1112,PR Baroqah Farm Gorontalo,"Desa Bulotalangi, Bulotalangi  Barat, Bulango Timur",0.6021922,123.0999992,
1113,PR Bengkel Las Berlian,"JALAN PASAR KAMIS, POPODU, BULANGO TIMUR",0.6086072,123.0840097,
1114,PR Beta Meliyansy,"jl. Trans Sulawesi Dusun Bolongga, Mootinelo, Kwandang, Kabupaten  Utara",0.8045975,122.8930705,
1115,PT Biomasa Jaya Abadi,"Desa Trikora, Kel. Trikora, Kec. Popayato, Kab Pahuwato, Trikora, Popayato",0.4907958,121.4713265,
1116,PT Borneo Auto Cemerlang,"Jl.John Aryo Katili N0.140, paguyaman, kota tengah, Kota",0.571234,123.0571927,0435830152
1117,PR Browncake Enam Sembilan,"Jl. Bali NO14, Paguyaman, Kota Tengah, Kota",0.571962,123.051233,
1118,PT Buana Lembah Nusantara,"JALAN LPMP, Tunggulo, Tilongkabila",0.5731033999999999,123.1309676,
1119,PR Budi Santoso,"DUSUN II, Desa/Kelurahan Sidomulya Selatan, Kec. Boliyohuto, Kab., Provinsi, Sidomulya  Selatan, Boliyohuto, Kabupaten",0.6474044,122.6150124,
1120,PT Cahaya Mandiri Persada,"Desa Tuloa Kecamatan Bulango Utara  Provinsi, Tuloa, Bulango Utara",0.653008,123.092967,
1121,PR A. Rina Jaya Iskandar,"JL. ABD. SYAKUR, Karema, Mamuju",-2.6884926,118.875624,
1122,PR Abd Asis,"Dusun Samalio Utara, Mekkatta, Malunda",-2.9455836,118.9121033,
1123,PR Abd Azis Hafid P,"Dusun Galung, Kalukku Barat, Kalukku",-2.5414759,119.0554238,
1124,PR Abd Hamid,"JL. AHMAD YANI 109, Wattang, Polewali",-3.4339134,119.347929,
1125,PR Abd Jafar,"TUBO MASIGI, Tubo Poang, Tubo Sendana",-3.0987385,118.8188948,
1126,PR Abd Kais,"BELALANG TENGAH, Onang Utara, Tubo Sendana",-3.1438386,118.7998738,
1127,PR Abd Rahman,"Dusun Labuang Rano, Labuang Rano, Tapalang Barat",-2.7906793,118.7722699,
1128,PR Abd Samad,"dusun tanamoni, Sarudu, Sarudu",-1.7174227,119.3189255,
1129,PR Abd. Darwis,"Dusun Galung Paara, Pamboborang, Banggae",-3.5192874,118.9331616,
1130,PR Abd. Hafid,"Lingk. Tanjung Batu Timur, Labuang, Banggae Timur",-3.541492,118.9732411,
1131,PR Abd. Hamid,"Dusun Simbang, Simbang, Pamboang",-3.4962049,118.9237505,
1132,PR Abd. Madjid Sudding,"Lingk. Simullu, Baruga, Banggae Timur",-3.517813,118.9605742,
1133,PR Abd. Malik,"LEMBANG DHUA, Lembang, Banggae Timur",-3.5436014,118.9859651,
1134,PR Abd. Rahman II,"Dusun Pamboborang Selatan, Pamboborang, Banggae",-3.5356639,118.942025,
1135,PR Abd. Rahman Sappe,"Lingk. Kamp. Baru, Labuang Utara, Banggae Timur",-3.541492,118.9732411,
1136,PR Abd. Rahman. R,"Lingk. Leppe, Lembang, Banggae Timur",-3.541492,118.9732411,
1137,PR Abd. Rajab,"Lingk. Pakkola, Banggae, Banggae",-3.5369718,118.9688521,
1138,PR Abd. Rizal,"Lingk. Galung Barat, Galung, Banggae",-3.5282697,118.9674195,
1139,PR Abd.muin,"dusun mammi II, Mammi, Binuang",-3.4100562,119.3656846,
1140,PR Abd.talib,"lingk.baruga, Banggae, Banggae",-3.5133066,118.9470422,
1141,PR Abdul Gani,"Lingk. Galung Barat, Galung, Banggae",-3.5282697,118.9674195,
1142,PR Abdul Kadir,"Lingk. Galung Tengah, Galung, Banggae",-3.5282697,118.9674195,
1143,PR Abdul Malik,"TUBO MASIGI, Tubo Poang, Tubo Sendana",-3.0987385,118.8188948,
1144,PR Abdul Muin Badu,"lingk.Tamo, Baurung, Banggae Timur",-3.5453692,118.9907046,
1145,PR Abdul Naim,"RAWA RAWANG, Bonde bonde, Tubo Sendana",-3.1133592,118.7806647,
1146,PR Abdul Rahman,"Pallarangan, Simbang, Pamboang",-3.4962049,118.9237505,
1147,PR Abdul Rahman,"Dusun Galung Paara Selatan, Galung, Banggae",-3.5192874,118.9331616,
1148,PR Abdul Wahab,"RAWA RAWANG, Bonde bonde, Tubo Sendana",-3.1133592,118.7806647,
1149,PR Abdullah,"Jl. Martadinata, Lingkungan Tambayako, Simboro, Simboro dan
Kepulauan",-2.6742566,118.8620048,
1150,PR Abdullah. M,"Dusun Galung Paara Selatan, Pamboborang, Banggae",-3.5192874,118.9331616,
1151,PR Abing,"Dusun Kaida, Tinambung, Pamboang",-3.4582567,118.9841397,
1152,PR Adahari,"Dusun Pellattoang, Tammerodo, Tammerodo Sendana",-3.2578904,118.8410439,
1153,PR Adam Maqbul,"lingk.garo'go selatan, Baru, Banggae",-3.5491838,118.9532774,
1154,CV Adeeva Jaya Freshindo,"Dusun Lestari, Parabu, Lariang",-1.4642073,119.4237365,
1155,PR Adel Cake,"Lingk. Mosso, Mosso Dhua, Sendana",-3.4080113,118.8888064,
1156,PR Adhe Junaedi Sholat,"Jl H Abd Chalik Pua Cabai, Rimuku, Mamuju",-2.6884647,118.8975431,
1157,PR Adi Sablon,"lingk.kalorang, Lamungang  Batu, Malunda",-3.0144575,118.8580249,
1158,PR Adiatman,"Dusun Batubira, Karampuang, Mamuju",-2.6421255,118.8801436,
1159,PR Adilah,"Lingkungan Peuweang, Sinyonyoi Selatan, Kalukku",-2.577097,119.0576298,
1160,PR Adriano,"BALOMBONG SELATAN, Balombong, Pamboang",-3.4536559,118.8801284,
1161,PR Abdul Basri Malawat,"LENGKONG LIANG, Liang, Salahutu, Kabupaten  Tengah",-3.5144713,128.3427186,
1162,PR Abdul Haer Samal,"Dusun Masika Jaya, Waesala, Huamual Belakang",-3.0801515,128.0249109,
1163,PR Abdul Idham Laboki,"Perumnas Blok. III, Waiheru, Baguala",-3.6159679,128.2163717,085243451535
1164,PR Abdul Rokhim,"Dusun Tirtomulyo, Waimital, Kairatu",-3.2962591,128.3903087,
1165,PR Abdullah Makatita,"Pasar Oleh-Oleh Tantui, Desa/Kelurahan Pandan Kasturi, Kec. Sirimau, Provinsi, Batu Merah, Sirimau",-3.6737109,128.1936694,
1166,PR Abidin Sokanfuty,"Jl. Linta Seram, Sesar, Bula",-3.1078083,130.4993749,
1167,PR Abraham Izaak Huwae,"Dusun Erie RT 010/ RW 003, Nusaniwe, Nusaniwe",-3.7050795,128.174458,
1168,PR Abu Kelian,"Wael, Piru, Seram Barat",-3.059218,128.1903079,
1169,PR Abubakar Fakoubun,"wafol, Wafol, Kei Besar Selatan
Barat, Kabupaten  Tenggara",-5.922522499999999,132.8721783,
1170,PR Achmad Sianto,"Waimital, Waimital, Kairatu",-3.2962591,128.3903087,
1171,PR Ade Theo Abdulghoni,"KAMPUNG MUHAJIRIN RT06 RW 09, Batu Merah, Sirimau",-3.6770679,128.1984205,082195730619
1172,PR Adelci Lekiohapy,"Tounwawan, Tounwawan, Moa Lakor, Kabupaten  Barat Daya",-8.194892099999999,128.0314002,0000000000
1173,PT Perorangan Adila Latuconsina,"Perum Pemda Jln Buano Rt 09 Namaelo Masohi, Namaelo, Kota Masohi, Kabupaten  Tengah",-3.3060598,128.9615888,
1174,PR Adinda Duila,"Dusun Asaude Pantai, Waesala, Huamual Belakang",-3.1946096,127.9572703,
1175,PR Aditya Bunga,"JL.PIERE TANDEAN, KELURAHAN HATIVE KECIL, KEC SIRIMAU, Hative Kecil, Sirimau",-3.665161,128.2002537,
1176,PR Afce Craft,"Desa Ohoiren, Ohoiren, Kei Kecil Barat, Kabupaten  Tenggara",-5.847189699999999,132.6929448,
1177,PR Agata Watratan,"Olilit Baru, Olilit Raya, Tanimbar Selatan",-7.984966999999999,131.341705,
1178,PR Agnes Juliana Latumeten,"JL DR J LEIMENA, Hative Besar, Teluk Ambon",-3.6764874,128.1397504,
1179,PR Agnes Narahawarin,"Ohoi Wearlilir, Wearlilir, Kei Kecil, Kabupaten  Tenggara",-5.679767399999999,132.737727,
1180,PR Agung Joyo Gumelar,"Jl. Lintas Seram, Sesar, Bula",-3.1078083,130.4993749,
1181,PR Agustina Herlina Luhukay,"JL DR J LEIMENA, Hative Besar, Teluk Ambon",-3.6764874,128.1397504,
1182,PR Agustina Malihute,"Nukuhai, Nukuhai, Taniwel",-2.8522273,128.5928263,
1183,PR Agustina Pattianakotta,"Wainitu, Wainitu, Nusaniwe",-3.7042479,128.1708364,
1184,PR Agustina Sahetapy,"Porto, Porto, Saparua, Kabupaten  Tengah",-3.5718109,128.6544355,0000000000
1185,PR Ahmad Amiruddin Husein,"Kamal, Kamal, Kairatu Barat",-3.3348857,128.3544618,
1186,PR Ahmad Aras Tamher,"ohoi ibra, Ibra, Kei Kecil, Kabupaten  Tenggara",-5.7667959,132.7710443,
1187,PR Ahmad Nurlette,"JL KAMPUNG BUNGA RT 002/004, Luhu, Huamual",-3.382816,127.972702,
1188,PR Aida Laitupa,"Kampung Ramulu, Luhu, Huamual",-3.382816,127.972702,
1189,PR Aisa Rumwokas,"DUSUN ENGGLAS, Englas, Bula",-3.0586299,130.4447015,
1190,PR Aisa Suneth,"Jln. Kampung Baru, Luhu, Huamual",-3.382816,127.972702,
1191,PR Aisah Fakaubun,"Desa Wali, Wali, Namrole",-3.8325517,126.7651168,
1192,PR Aisya Rommer,"ohoidertawun, Ohoidertawun, Kei Kecil, Kabupaten  Tenggara",-5.625983,132.6440285,
1193,PR Aksamina Friselia Papilaya,"JL J LEIMENA DR, Hative Besar, Teluk Ambon",-3.6764874,128.1397504,085150887528
1194,PR Aksamina Luklay,"Wakarleli, Wakarleli, Moa Lakor, Kabupaten  Barat Daya",-8.1706026,127.8034598,0000000000
1195,PR Akwila Dasfordate,"Saumlaki, Saumlaki, Tanimbar Selatan",-7.984966999999999,131.341705,
1196,PR Al Shibyan Aspa Roeny Shaleh,"sesar, Sesar, Bula",-3.5772319,130.8222221,
1197,PR Alberth Latu,"Lumoli, Lumoli, Seram Barat",-3.115656,128.29549,
1198,PR Alberthus Junus Taribuka,"Jalan Chr. M. Tiahahu No:9, Namasina, Kota Masohi, Kabupaten  Tengah",-3.3095067,128.9447959,
1199,CV Aldara Boats,"jl. Baldu Wahadat. Lorong Citra. Dusun Dumar, Tual, Pulau Dullah Selatan",-5.6147012,132.7440785,
1200,PR Alesya Cristi Pattipawae,"Waipirit, Waipirit, Kairatu",-3.3315873,128.3442331,
1201,PR Abd Rahim Syaraha,"Desa Kusu, Kusu, Oba Utara",0.6713112,127.7025012,
1202,PR Abjan Umar,"JL. TRANS HALMAHERA, Desa/Kelurahan Bale, Bale, Oba",0.4228455,127.7198332,
1203,PR Ademaya Umanailo,"Kel.Soadara, Soadara, Tidore",0.6443983,127.437455,
1204,PR Aeni Yusuf,"Kelurahan jaya, Jaya, Tidore Utara",0.6778377,127.3987468,
1205,PR Ainun Jariyah,"Jl. Patra Alam, Soasio RT/RW 009/004, Soasio, Tidore",0.6572009,127.4463507,
1206,PT Air Bumi Lestari,"Jl. Raya Pertamina RT. 001/RW.001, Gambesi, Selatan",0.7610532,127.3549045,
1207,PR Aisa,"Gurabati, Desa/ Kelurahan Gurabati, Gurabati, Tidore Selatan",0.6236725,127.4148816,
1208,PR Aisha Abdullah,"kelurahan indonesiana, Indonesiana, Tidore",0.6793672,127.4387894,
1209,PT Alchemist Metal Industry,"Desa Gulo, Kecamatan Kao Utara, Gulo, Kao Utara",1.4397501,128.0049345,0215151530
1210,PR Ali Jufri M A Karim,"Jaya RT002, /RW001, Jaya, Tidore Utara",0.6778377,127.3987468,
1211,PR Alice.kitchen,"Jl. Falajawa 2 Gg. Al - Ikhlas, Bastiong Karance, Selatan",0.7658237,127.3707593,
1212,PR Alif Bakery And Cake,"Jalan Ake Lahi 1, RT 011 RW 005, No 73 Gang 8, Tanah Tinggi Barat, Selatan",0.8246771,127.3774718,
1213,PR Amaliyah Ayu Apriyani,"JLN. A. YANI RT/RW 003/001, Tuguwaji, Tidore",0.6590779999999999,127.4475867,
1214,PR Amina Hamisi,"SOMAHODE, Somahode, Oba Utara",0.7057393,127.5521204,
1215,PR AMIR HAMZAH KATUUK,"Jl. A. Malawat RT.003/RW.001, Tuguwaji, Tidore",0.6720400999999999,127.4515093,
1216,PR Amiyati Ade,"lingkungan 2 kelurahan gurabati, kecamatan tidore selatan, kota tidore kepulauan, provinsi maluku utara, Gurabati, Tidore Selatan",0.6342207,127.4120969,
1217,PT Andalan Metal Industry,"desa lelilef sawai Weda Tengah, Kab. Halmahera Tengah, 97857, desa lelilef sawai, Weda Tengah",0.563537,127.939575,50806586
1218,PT Angel Nickel Industry,"Tj. Ulie Camp (Kawasan Industri Weda Bay) PT IWIP, Desa Lelilef, Weda Tengah",0.4780971999999999,127.9822781,
1219,PR Angga Ade Putra,"Falajawa II, Ubo-Ubo, Selatan",0.7660282,127.3691536,
1220,PR Ansar Ibrahim,"Dokiri, desa/kelurahan Dokiri, Dokiri, Tidore Selatan",0.6337526,127.3773456,
1221,PR Asfian Kuseke,"Desa Totodoku, Totodoku, Morotai Selatan",2.0728483,128.352134,
1222,PR Asmalhera,"LINGK. KARANCE KEL. BASTIONG KARANCE KEC. TERNATE SELATAN, Bastiong Karance, Selatan",0.7648001999999999,127.3740426,
1223,PR Astuti S Jafar,"Cobo Pante, Jiko Cobo, Tidore Timur",0.7565449999999999,127.4039314,
1224,PR Bahraen Maradjabessi,"Tomagoba, Tomagoba, Tidore",0.6718006999999999,127.4387894,
1225,PT Blue Sparking Energy,"Tanjung Ulie, Lililef Sawai, Weda Tengah",0.4720991999999999,127.978507,02150806586
1226,PR Coan Derek,"jln lintas halmahera, Kusu, Oba Utara",0.773069,127.7845315,
1227,PR Conny Dio,"jl.Yos Sudarso. belakang bank bpd malut, Indonesiana, Tidore",0.6786092,127.453764,
1228,PT Cosan Metal Industry,"Tanjung Ulie, Lililef Sawai, Weda Tengah",0.4720991999999999,127.978507,02150806586
1229,PR Dapur Nina R3,"Jl. Gamayou Blok H no 47, Makassar Barat, Tengah",0.7953964,127.3739094,
1230,PR Darmina Samijan,"Pandanga, Pandanga, Morotai Selatan",2.0239942,128.2889004,
1231,PT Debonair Nickel Indonesia,"Kawasan Industri Weda Bay (PT IWIP), Desa Lalilief, Weda Tengah",0.4782086,127.9836487,02150806586
1232,PR DESY RASYIDAH SUUD,"JL. SULTAN MANSYUR, Tomagoba, Tidore",0.6735644,127.4484594,
1233,PT Dewa Agricoco Indonesia,"Jalan Trans Desa Goal Sahu timur, Goal, Sahu Timur",1.2053609,127.5304268,02172799970
1234,PR Dewi Idris,"tambula, Tambula, Tidore",0.6607518,127.4429686,
1235,PR Diman La Dini,"JLN. STIKIP, Sasa, Selatan",0.7602228,127.3254605,
1236,PR Djaenab Ibrahim,"Soadara, Kelurahan Soadara Kecamatan Tidore, Soadara, Tidore",0.6430762,127.439532,
1237,PR Djainab Adam,"Jalan Patra Alam Kel. Gamtufkange RT/RW : 001/001, Gamtufkange, Tidore",0.6572009,127.4463507,
1238,PR Djaniba Abdullah,"TONGOWAI, Tongowai, Tidore Selatan",0.6341302999999999,127.4227751,
1239,PR Djumaiya Djabir,"kelurahan Indonesiana, Indonesiana, Tidore",0.6793672,127.4387894,
1240,PR ELIESER BARAHAMA,"Desa Darame, Darame, Morotai Selatan",2.0588007,128.3323799,
